shelf;url;title;author;illustrator;year;publisher;rating;total_rating;total_review;genres;description;image_file
non-fiksi;https://www.goodreads.com/book/show/1976694.Roehana_Koeddoes;Roehana Koeddoes: Tokoh Pendidik dan Jurnalis Perempuan Pertama Sumatera Barat;Fitriyanti;;2001;Yayasan Jurnal Perempuan;3.38;13ratings;1review;Biography;Biography of Roehana Koeddoes, a female educator and journalist from West Sumatra, who struggled for women education and the founder of the first women newspaper in West Sumatra during Dutch colonial period.;2001_Roehana_Koeddoes_Tokoh_Pendidik_dan_Jurnalis_Perempuan_Perta.jpg
non-fiksi;https://www.goodreads.com/book/show/1450072.Mohammad_Hatta;Mohammad Hatta: Hati Nurani Bangsa, 1902-1980 / Mohammad Hatta: Conscience of a Nation, 1902-1980;Deliar Noer;;2002;Djambatan & KITLV;3.88;34ratings;5reviews;Biography;Sebuah biografi Mohammad Hatta (1902-1980) dalam seratus foto, yang memberi gambaran mengenai kehidupan dan perjuangannya menuju Indonesia Merdeka. Dr. Deliar Noer dan Taufik Abdullah menguraikan konteks sejarah dan foto-foto, yang untuk sebagiannya belum pernah dipublikasikan.;2002_Mohammad_Hatta_Hati_Nurani_Bangsa,_1902-1980__Mohammad_Hatta.jpg
non-fiksi;https://www.goodreads.com/book/show/2013134.Benyamin_S_;Benyamin S : Muka Kampung Rejeki Kota;Ludhy C;;2005;Yayasan H. Benyamin Sueb;3.00;3ratings;0reviews;Biography;"Mau tau sejarah dan lika liku hidup seorang legenda? lengkap dari kecil,awal karir dan percintaannya.
Biografi Benyamin S "" Muka Kampung rejeki Kota"".Plus sinopsis film-filmnya dan judul lagu.";
non-fiksi;https://www.goodreads.com/book/show/4807437-bukan-kampung-maling-bukan-desa-ustadz;Bukan Kampung Maling, Bukan Desa Ustadz;Abdul Rahman Saleh;;2008;Penerbit Buku Kompas;3.63;8ratings;1review;Biography;;2008_Bukan_Kampung_Maling,_Bukan_Desa_Ustadz.jpg
non-fiksi;https://www.goodreads.com/book/show/3096438-titiek-puspa;Titiek Puspa: A Legendary Diva;Alberthiene Endah;;2008;Gramedia Pustaka Utama;3.50;12ratings;4reviews;Biography;A biography of Indonesian Legendary Diva, Titiek Puspa;2008_Titiek_Puspa_A_Legendary_Diva.jpg
non-fiksi;https://www.goodreads.com/book/show/8087415-tinta-emas-di-kanvas-dunia;Tinta Emas di Kanvas Dunia;Pitan Daslani;;2010;Penerbit Buku Kompas;3.90;29ratings;3reviews;Biography;"Perjalanan hidup Eka Julianta Wahjoepramono. Dari seorang anak keluarga bersahaja di Klaten, Jawa Tengah, kini ia menjadi dokter ahli bedah saraf kaliber dunia. DR. Eka kerap diundang melakukan presentasi di berbagai fakultas kedokteran dan simposium di seluruh dunia baik Amerika, Eropa, Australia, Asia juga Afrika.
Ia pun menjadi guru besar tamu di bagian bedah saraf Harvard Medical School, University of Arkansas for Medical Sciences dan universitas terkemuka lainnya. Ia menjadi bintang bedah saraf dunia ketika terpilih menjadi pendiri World Academy of Neurological Surgeon, kelompok bedah saraf dunia terandal.
Dengan tangan dinginnya setiap tahun DR. Eka beserta tim melakukan sekitar 600 operasi otak dan sejauh ini melakukan 23 kasus pembedahan batang otak, jenis operasi yang amat langka,";2010_Tinta_Emas_di_Kanvas_Dunia.jpg
non-fiksi;https://www.goodreads.com/book/show/10339859-ani-yudhoyono-kepak-sayap-putri-prajurit;Ani Yudhoyono Kepak Sayap Putri Prajurit;Alberthiene Endah;;2010;Gramedia Pustaka Utama;4.09;168ratings;9reviews;Biography;"Sebuah pencapaian adalah hasil sebuah proses. Kerja keras, keuletan, dan ketabahan meniti perjalanan merupakan keniscayaan. Waktu dan pergulatan dalam pengalaman yang akan mematangkan perjalanan. Kristiani Herrawati Susilo Bambang Yudhoyono atau yang lebih populer dengan sebutan Ani SBY amat meresapi keyakinan itu. Ia menyarikan segala hal yang terjadi dan terlintas sepanjang hidupnya menjadi nilai-nilai yang membentuk dirinya semakin kuat dari waktu ke waktu.
*
Menjadi Ibu Negara dengan figur dan karakter yang kita kenal saat ini merupakan pencapaian lahir dan batin Ani SBY yang tak bisa dipisahkan dari pembelajaran mental sepanjang hayat hidupnya. Dengan predikat yang sangat ia banggakan, sebagai ibu rumah tangga, ia membangun dirinya untuk turut serta bergulir dalam metamorfosa mengirin";2010_Ani_Yudhoyono_Kepak_Sayap_Putri_Prajurit.jpg
non-fiksi;https://www.goodreads.com/book/show/8226162-memoar-romantika-probosutedjo;Memoar Romantika Probosutedjo: Saya dan Mas Harto;Alberthiene Endah;;2010;Gramedia Pustaka Utama;3.93;14ratings;1review;Biography;;2010_Memoar_Romantika_Probosutedjo_Saya_dan_Mas_Harto.jpg
non-fiksi;https://www.goodreads.com/book/show/13449336-syukur-tiada-akhir;Syukur Tiada Akhir: Jejak Langkah Jakob Oetama;St. Sularto;;2011;Penerbit Buku Kompas;3.79;28ratings;4reviews;Biography;"Perjalanan Harian Kompas--yang terbit pertama tanggal 28 Juni 1965 dan didirikan oleh P.K. Ojong (1920-1980) dan Jakob Oetama--tak bisa lepas dari tiga titik balik yang menentukan.
Pertama, keputusan Jakob Oetama siap memikul tanggung jawab menandatangani surat permintaan maaf, dini hari 5 Februari 1978. Kedua, keputusan Jakob Oetama memilih profesi jurnalistik sebagai panggilan hidup. Ketiga, kepergian P.K. Ojong yang mendadak tanggal 31 Mei 1980, padahal selama ini urusan bisnis menjadi tanggung jawabnya, sementara urusan redaksi tanggung jawab Jakob Oetama.
Apa yang bakal terjadi andaikan Jakob Oetama tidak mengambil alih tanggung jawab? Kompas mungkin akan tinggal nama, menjadi salah satu fosil korban pemberedelan. Andai Jakob Oetama menjadi dosen dan dikirim mengambil program doktor d";2011_Syukur_Tiada_Akhir_Jejak_Langkah_Jakob_Oetama.jpg
non-fiksi;https://www.goodreads.com/book/show/16111295-karni-ilyas;Karni Ilyas: Lahir untuk Berita;Fenty Effendy;;2012;Kompas;4.08;50ratings;6reviews;Biography;"Cita-cita 'anak jalanan' yang pernah menjajakan koran di Pasar Goan Hoat di Padang, Sumatera Barat, tahun 1960-an ini akhirnya terkabul. Lewat acara Indonesia Lawyers Club yang dipandunya, Karni—dengan suara serak yang khas dan pertanyaan-pertanyaan tajam yang dikendalikan oleh logika dan pengetahuan hukumnya yang luas—semakin populer. Semua itu tentu tidak diraihnya dengan tiba-tiba. ""Apa pun pernah saya lakukan, apa pun pernah saya jual untuk menyambung hidup dan pendidikan. Bermimpi itu halal. Tapi ada syaratnya, yaitu kerja keras, kerja keras, dan kerja keras,"" katanya.
Karni Ilyas, Lahir untuk Berita adalah buku yang memotret 40 tahun perjalanan karier Sukarni Ilyas sebagai wartawan, mulai dari reporter di harian Suara Karya (1972-1978), di majalah Tempo hingga menjabat redaktur pelak";2012_Karni_Ilyas_Lahir_untuk_Berita.jpg
non-fiksi;https://www.goodreads.com/book/show/15764458-dahlan-juga-manusia;Dahlan Juga Manusia;Siti Nasyi'ah;;2012;Elex Media Komputindo;3.60;48ratings;7reviews;Biography;;2012_Dahlan_Juga_Manusia.jpg
non-fiksi;https://www.goodreads.com/book/show/15990340-jokowi;Jokowi: Spirit Bantaran Kali Anyar;Domu D. Ambarita;;2012;Elex Media Komputindo;4.00;28ratings;2reviews;Biography;"Pria berpostur kurus penyuka nasi kucing yang dulu tinggal di bantaran Kali Anyar ini sangat fenomenal.
Perilakunya ngewongke wong - memanusiakan manusia - dan pengayom, membuatnya begitu dicintai oleh masyarakat Solo.
Terbukti, setelah sukses memindahkan PKL berjumlah hampir 1000 orang tanpa kekerasan dan penggusuran, lebih dari 90 persen rakyat Solo memilihnya kembali untuk periode kedua.
""Itu semua karena saya pernah jadi korban gusuran."" Ucap penyuka musik rock ini. Ternyata, gaya kepemimpinannya yang memihak rakyat tak turun dari langit, melainkan telah tertanam dalam diri Jokowi sejak kecil.
Teman-temannya semasa kecil dan di bangku sekolah pun mengamininya. Sedari kecil, ia sudah dikenal sebagai sosok yang amanah dan dapat dipercaya.
""Kami menanamkan toleransi, budi pekerti, dan tid";2012_Jokowi_Spirit_Bantaran_Kali_Anyar.jpg
non-fiksi;https://www.goodreads.com/book/show/16234606-abdel-mongol;Abdel & Mongol: It's Real, Man!;Abdel Achrian;;2012;Edelweiss (Pustaka Iman);3.71;17ratings;4reviews;Biography;"""Dulu, Abdel bercita-cita menjadi pilot. Tapi, cita-citanya kandas karena dia enggak kuat lari. Padahal, untuk jadi pilot ada tes larinya.
Sementara Mongol, dengan berbekal uang logam seratus rupiah, berangkat studi teologia ke Jakarta. Impiannya kandas karena sponsor studinya pergi begitu saja.
Abdel yang taat beragama, ternyata tidak cukup kuat menahan goda narkoba. Sementara Mongol, asli Manado yang enggak punya tampang orang Manado, selalu dihantui penilaian orang lain tentang muka copetnya yang mirip bodat.
Lalu, bagaimana lika-liku perjalanan hidup Abdel Achrian dan Mongol hingga mencapai kesuksesan di panggung Stand Up Comedy?
***
""""Saya selalu percaya bahwa tragedi ada di kehidupan siapa pun, termasuk komedian, dan di buku ini, Abdel & Mongol secara apik menceritakan tragedi mereka";2012_Abdel_&_Mongol_It's_Real,_Man!.jpg
non-fiksi;https://www.goodreads.com/book/show/14896526-soegija;Soegija: 100% Indonesia;Ayu Utami;;2012;KPG ( Kepustakaan Populer Gramedia );3.74;125ratings;18reviews;Biography;"Semarang, 1945 ... tampaknya, dendam antara pasukan Jepang dan pemuda Indonesia meningkat. Perwira Jepang itu hendak menjebak dan membantai anak-anak muda sebelum menyerahkan diri pada Sekutu. Saat itulah, Soegija, sebagai uskup Semarang, mengusahakan gancatan senjata dan berhasil. Itu adalah sebagian dari kisah kepahlawanan Albertus Soegijapranata, SJ. Sebagai rohaniwan, ia menekankan negoisasi dan diplomasi.
Sedangkan bagi umat Katolik Indonesia, Soegija adalah tokoh yang sangat istimewa. Ia adalah uskup pribumi pertama di Nusantara. Ia merumuskan formula ""100% Katolik, 100% Indonesia"". Di bawah kepemimpinannya, umat Katolik menjadi pendukung dan pejuang republik.";2012_Soegija_100%_Indonesia.jpg
non-fiksi;https://www.goodreads.com/book/show/18747476-jonan-dan-evolusi-kereta-api-indonesia;Jonan dan Evolusi Kereta Api Indonesia;Hadi M Djuraid;;2013;BUMN Track;4.41;123ratings;17reviews;Biography;"PT KAI sukses meniti jalan evolusi untuk kembali ke jati diri sebagai service company yang mengedepankan pelayanan sebagai etos utama seluruh lini.
Pencapaian itu tidak lepas dari leadership Ignasius Jonan sebagai ""lokomotif"". Gaya kepemimpinannya yang original dan otentik adalah instrumen menentukan yang memicu dan memacu perubahan mendasar pada seluruh lini korporasi. Sebuah perubahan yang tidak terbayangkan sebelumnya bisa terjadi di sebuah perusahaan seperti Kereta Api Indonesia.";2013_Jonan_dan_Evolusi_Kereta_Api_Indonesia.jpg
non-fiksi;https://www.goodreads.com/book/show/21855642-saya-sujiatmi-ibunda-jokowi;Saya Sujiatmi, Ibunda Jokowi;Kristin Samah;;2014;Gramedia Pustaka Utama;4.10;20ratings;5reviews;Biography;"Kehormatan hidup bukanlah ditentukan seberapa tinggi pendidikanmu, seberapa banyak ijazah akademismu, seberapa banyak bintang-bintang jasa bertaburan di dadamu, tapi kehormatan hidup itu ada ketika namamu melekat di hati
— Joko Widodo
Joko Widodo adalah sebuah fenomena. Ia menembus kebekuan politik Indonesia dengan penampilannya yang sederhana, bersahaja, dan apa adanya. Sifat otentiknya itu memunculkan rasa penasaran tentang pendidikan dan lingkungan jenis apa yang membentuknya, keluarga macam apa yang menciptakan karakternya, dan terlebih perempuan seperti apa yang melahirkan dan mendidiknya.
Buku ini adalah sebuah sketsa tentang perempuan yang menemani Jokowi, saat ia masih berupa janin dalam kandungan hingga kini duduk sebagai gubernur DKI Jakarta. Nilai-nilai kesederhanaan, sifat juju";2014_Saya_Sujiatmi,_Ibunda_Jokowi.jpg
non-fiksi;https://www.goodreads.com/book/show/27409087-sang-dirigen;Sang Dirigen: Perjalanan Jahja Setiaatmadja Hingga Menjadi CEO BCA;Sumarsono;;2015;Gramedia Pustaka Utama;3.65;17ratings;4reviews;Biography;"Keterbatasan ekonomi memaksa Jahja untuk mencari tambahan uang saku
dengan cara menjajakan video rental. Ia membawa setumpuk video baru untuk
disewakan dan menjajakannya kepada kawan-kawan dan kenalannya, Begitu
seterusnya, sampai satu hari, jalan hidup Jahja berubah! Seorang pelanggan tetapnya
menawarinya pekerjaan. Sejak itu, ia menapaki langkah demi langkah di
Kalbe Farma, Indomobil, hingga akhirnya di BCA. Tak ada yang menduga, Jahja
kini menjadi pemimpin, sang dirigen, di salah satu bank ternama di Indonesia.
***
Pak Jahja adalah sosok yang bersahaja dan bisa dipercaya. Selain cerdas, beliau juga
mampu mengambil keputusan pada situasi baik maupun krisis, serta berani bertanggung
jawab atas keputusan itu. Selain itu, Pak Jahja juga pintar membaca keadaan politik dan
ekonomi serta mampu";2015_Sang_Dirigen_Perjalanan_Jahja_Setiaatmadja_Hingga_Menjadi_CE.jpg
non-fiksi;https://www.goodreads.com/book/show/25385273-sociophrenia;Sociophrenia: Perjalanan & Pemikiran Sarlito Wirawan Sarwono;Orchida Ramadhania;;2015;Penerbit Buku Kompas;3.60;15ratings;6reviews;Biography;;2015_Sociophrenia_Perjalanan_&_Pemikiran_Sarlito_Wirawan_Sarwono.jpg
non-fiksi;https://www.goodreads.com/book/show/28130216-satu-peluru-satu-musuh-jatuh;Satu Peluru Satu Musuh Jatuh: Tatang Koswara Sniper Kelas Dunia;A. Winardi;;2015;Kompas;3.57;14ratings;4reviews;Biography;"Buku ini bercerita tentang Tatang Koswara. Tatang Koswara, sniper Indonesia kelas dunia. Sniper Indonesia kelas dunia yang meninggal dunia pada saat baru saja terungkap identitasnya. Selama 25 tahun, dia menyembunyikan identitasnya. Tatang merupakan seorang anggota TNI yang memulai karir militer di tahun 1966. Karirnya sebagai penembak runduk (sniper) yang terlatih, tampak paling kentara saat dia ditugaskan dalam Operasi Seroja di Timor Timur. Karirnya sebagai penembak runduk (sniper) yang terlatih, tampak paling kentara saat dia ditugaskan dalam Operasi Seroja di Timor Timur (kini Timor Leste). Dalam pertempuran tersebut, dia tercatat menembak jatuh 41 musuh dalam pertempuran.
Selain bercerita tentang Tatang Koswara, buku ini juga membuka cakrawala membaca tentang sniper. Dibahas juga ber";2015_Satu_Peluru_Satu_Musuh_Jatuh_Tatang_Koswara_Sniper_Kelas_Dun.jpg
non-fiksi;https://www.goodreads.com/book/show/28485707-living-sacrifice;Living Sacrifice: Dato' Sri Prof. DR. Tahir;Alberthiene Endah;;2015;Gramedia Pustaka Utama;4.37;114ratings;11reviews;Biography;"Perjalanan hidup saya mungkin tidak penting. Tapi saya selalu menganggap penting bagaimana cara saya menyikapi hidup dari waktu ke waktu. Sebab dari situlah pendewasaan diri saya terbentuk. Ya, seperti juga diri setiap orang, saya pun mengalami banyak drama. Hari ini saya melihat semua itu sebagai sekolah kehidupan...
What Tahir did is a great dedication. The world is entering a golden age of philanthropy. I think it's human nature to want to help people who are suffering when you can see the suffering. Technology is making it easier to see people who are struggling, whether they live in your own community or halfway around the world. That's one reason why generosity is growing. Whether it is through volunteering time or giving money, people recognize their role as global citizens and see ";2015_Living_Sacrifice_Dato'_Sri_Prof._DR._Tahir.jpg
non-fiksi;https://www.goodreads.com/book/show/31455357-chairil;Chairil: Sebuah Biografi;Hasan Aspahani;;2016;GagasMedia;4.27;101ratings;23reviews;Biography;"Chairil adalah personalitas yang terbelah. Ia punya sajak Aku, yang menjadi suluh di kerak malam, yang membangun ketangguhan dalam situasi ketika racun berada di reguk pertama/membusuk rabu terasa di dada/tenggelam darah dalam nanah.
Tapi Chairil juga mendedahkan Cemara Menderai Sampai Jauh. Kepasrahan pada hidup yang rapuh, yang hanya menunda kekalahan, sebagaimana kekalahannya dalam menaklukkan Ida, Sumirat, dan Hapsah.
Chairil tak sempat menyaksikan bukunya terbit, apalagi menerima royalty, tak pernah tahu karya-karyanya dikaji dan dikenang hingga kini. Chairil tak pernah bisa pulang pada Hapsah, pada Evawani, dua perempuan terakhir dalam tarikh singkatnya.
Ini adalah kisah penyair kenamaan Indonesia yang telah menjadi milik semua orang. Sebuah biografi tentang kisah di balik puisi sert";2016_Chairil_Sebuah_Biografi.jpg
non-fiksi;https://www.goodreads.com/book/show/37703953-paradoks-amir-hamzah;Paradoks Amir Hamzah;Tim Buku TEMPO;;2017;Kepustakaan Populer Gramedia;3.79;33ratings;6reviews;Biography;"DIA konsisten mengamalkan amanat Kongres Pemuda II Oktober 1928 yang menahbiskan bahasa Melayu sebagai bahasa persatuan. Ketika Belanda berusaha mengubur bahasa Melayu sebagai bahasa persatuan, dia tetap berjuang mempopulerkan bahasa itu di masyarakat. Bermacam puisi, prosa, dan sajak lantas dia anggit dalam bahasa Indonesia.
Dialah Amir Hamzah, raja penyair Pujangga Baru. Sajak-sajak Amir Hamzah, yang antara lain terhimpun dalam Nyanyi Sunyi dan Buah Rindu, menorehkan gaya baru pada bahasa Indonesia. Kata-kata dalam sajaknya berkesan kemas, ganas, tajam, dan pendek. Berbahasa tinggi sekaligus berjiwa halus.
Meski turut memperjuangkan kebebasan negeri ini dari kolonialisme, dia dituduh pernah menjadi intel Belanda. Dia pun terjepit di antara silsilah keturunan bangsawan dan gelombang keber";2017_Paradoks_Amir_Hamzah.jpg
non-fiksi;https://www.goodreads.com/book/show/39546151-ciputra;Ciputra: The Entrepreneur;Alberthiene Endah;;2018;Gramedia Pustaka Utama;4.51;73ratings;15reviews;Biography;HIDUP AKAN TERASA BERAT BAGIMU BILA KAU BIARKAN DIRIMU LEMAH DAN TAK MEMILIKI VISI.;2018_Ciputra_The_Entrepreneur.jpg
non-fiksi;https://www.goodreads.com/book/show/39069462-mr-crack-dari-parepare;Mr. Crack dari Parepare;Andi Makmur Makka;;2018;Republika;4.48;69ratings;7reviews;Biography;"Perjalanan hidup seorang BJ Habibie melintas batas teritorial dan waktu. Bermula dari Parepare, lanjut ke Aachen, lalu ke Jakarta. Dari seorang ilmuwan, kemudian menjadi negarawan, dan kini minandito. Dan, buku ini akan menyajikannya berdasarkan fakta, bukan rekayasa.
Kecintaan Habibie pada Tanah Air begitu besar. Tertanam kuat sejak masih mahasiswa dan tetap menyala hingga sekarang. Kedudukan yang prestisius, penghasilan yang besar ditinggalkan begitu panggilan untuk kembali datang. lewat buku ini kita akan melihat perjuangan Habibie membangun Indonesia melalui teknologi.
Kisah cinta Habibie bersama Ainun menunjukkan sisi lain Habibie. Bila Romeo & Juliet menggambarkan “kekandasan” cinta, Habibie & Ainun menggambarkan “keberhasilan” cinta. Melalui buku ini kisah cinta keduanya diceritakan";2018_Mr._Crack_dari_Parepare.jpg
